Run1,Run2,Run3,Run4,Run5,Best,Worst,Mean,Std,Time
0.9265060240963855,0.9610942249240122,0.9603652210002075,0.9439347604485219,0.9472827193161002,0.9610942249240122,0.9265060240963855,0.9478365899570453,0.012674822025334017,1863.7249856948852
0.9454584040747029,0.9285864756688434,0.9544001704666525,0.9267922893653888,0.9451783355350066,0.9544001704666525,0.9267922893653888,0.9400831350221189,0.010664444140512031,1795.3614472389222
0.9607888099059849,0.927289896128423,0.9344632768361582,0.9364087087734425,0.9495778045838359,0.9607888099059849,0.927289896128423,0.9417056992455688,0.01195375526656707,1739.267842912674
0.9348182883939039,0.9505045651129265,0.9331231704571042,0.9290152963671128,0.9199255121042831,0.9505045651129265,0.9199255121042831,0.933477366487066,0.009954012722514624,1710.6947201728822
0.9409756097560975,0.9387909319899245,0.9436024844720496,0.916793893129771,0.9293035479632064,0.9436024844720496,0.916793893129771,0.9338932934622098,0.009817023100461848,1660.230723810196
1.0,0.9783333333333334,0.99,1.0,0.9941666666666666,1.0,0.9783333333333334,0.9925,0.008027729719194845,942.6110231399537
0.9983333333333333,0.99,0.99,0.9833333333333333,0.975,0.9983333333333333,0.975,0.9873333333333333,0.0077888809636986155,942.7056822299958
0.9883333333333333,1.0,0.9975,0.9866666666666667,0.9883333333333333,1.0,0.9866666666666667,0.9921666666666666,0.005467073155618927,941.8851341724396
0.975,0.9833333333333333,0.9816666666666667,0.9875,0.9866666666666667,0.9875,0.975,0.9828333333333333,0.004459696053419903,941.9880034923553
0.9858333333333333,0.9683333333333334,0.99,0.99,0.9733333333333334,0.99,0.9683333333333334,0.9815000000000002,0.008981462390204961,942.6716750144958
1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.998,0.0040000000000000036,816.0489464282989
0.9966666666666667,0.9866666666666667,1.0,0.995,1.0,1.0,0.9866666666666667,0.9956666666666667,0.004898979485566348,816.0493812561035
1.0,1.0,1.0,0.985,0.9983333333333333,1.0,0.985,0.9966666666666667,0.00586893895388634,814.9004154682159
1.0,0.9933333333333333,0.9983333333333333,1.0,0.9983333333333333,1.0,0.9933333333333333,0.9979999999999999,0.002449489742783192,815.4322866439819
0.99,0.9983333333333333,1.0,0.9883333333333333,1.0,1.0,0.9883333333333333,0.9953333333333333,0.005099019513592796,815.5592459201813
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,774.9240064620972
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,774.9801844120026
1.0,0.99,1.0,1.0,1.0,1.0,0.99,0.998,0.0040000000000000036,775.2689143180847
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,774.7235428333282
1.0,1.0,0.995,1.0,0.99,1.0,0.99,0.9970000000000001,0.0040000000000000036,774.8444793701171
