algorithm,scenario_index,nDevices,nGateways,radius,simulationTime,appPeriod,payloadSize,best_solution,mean_solution,worst_solution,std_solution,mean_time
GA,72,400,1,7500,3600,600,30,0.92625,0.9219166666666666,0.915,0.0039051248379533,12523.588369178771
GA,73,400,1,7500,3600,600,40,0.9245833333333332,0.91875,0.9145833333333332,0.0035059473279937,12514.865047168732
GA,74,400,1,7500,3600,600,50,0.9170833333333334,0.9048333333333332,0.8979166666666667,0.0067782331358875,12507.612420988084
GA,75,400,1,7500,3600,900,10,0.9475,0.944125,0.939375,0.002755675960631,9433.082231283188
GA,76,400,1,7500,3600,900,20,0.94,0.933625,0.93125,0.0032451887464367,9429.073471832276
GA,77,400,1,7500,3600,900,30,0.936875,0.931625,0.9275,0.0031770662567847,9423.574864912032
GA,78,400,1,7500,3600,900,40,0.9375,0.927,0.92,0.0057336724705898,9420.059337091448
GA,79,400,1,7500,3600,900,50,0.9325,0.92325,0.914375,0.0062424954945918,9417.408942079544
GA,80,500,1,7500,3600,60,10,0.7448441968989914,0.7368218437589441,0.7286500854376305,0.0060549959503003,144933.91637597085
GA,81,500,1,7500,3600,60,20,0.7159957751437624,0.7092063396367474,0.7022662452786557,0.0049865941808213,138649.574785614
GA,82,500,1,7500,3600,60,30,0.6958556958960493,0.6851679329460587,0.67753667111165,0.0064414636316119,133845.80309438705
GA,83,500,1,7500,3600,60,40,0.6727904667328699,0.6665745826514966,0.6624438087454025,0.0038129227286713,131101.3689605236
GA,84,500,1,7500,3600,60,50,0.6460947503201024,0.6444470746700184,0.6421052631578947,0.0013075052594333,125981.24445872309
GA,85,500,1,7500,3600,300,10,0.8903333333333333,0.8803333333333333,0.8751666666666666,0.0052567417031211,33378.53164620399
GA,86,500,1,7500,3600,300,20,0.8743333333333333,0.8695999999999999,0.865,0.003085089589911,33385.984488916394
GA,87,500,1,7500,3600,300,30,0.8643333333333333,0.8617000000000001,0.8585,0.0024115462996914,33376.08039727211
GA,88,500,1,7500,3600,300,40,0.8485,0.8427,0.8346666666666667,0.00542258650871,33343.76915984154
GA,89,500,1,7500,3600,300,50,0.8441666666666666,0.8328666666666666,0.8258333333333333,0.0067366328549374,33294.080406856534
GA,90,500,1,7500,3600,600,10,0.9146666666666666,0.9096666666666668,0.9046666666666666,0.0039553058597843,18197.265736818317
GA,91,500,1,7500,3600,600,20,0.913,0.9029333333333334,0.8946666666666667,0.0067045589796131,18198.998567008974
GA,92,500,1,7500,3600,600,30,0.9086666666666666,0.8990666666666666,0.8913333333333333,0.0061441932839967,18194.991249418257
GA,93,500,1,7500,3600,600,40,0.8983333333333333,0.8928666666666667,0.8783333333333333,0.0073412078933465,18198.81605334282
GA,94,500,1,7500,3600,600,50,0.8823333333333333,0.8783333333333333,0.871,0.0038470768123342,18199.035310983654
GA,95,500,1,7500,3600,900,10,0.931,0.9203,0.9115,0.0068454364360499,13248.8755194664
GA,96,500,1,7500,3600,900,20,0.9275,0.9202,0.9165,0.0041303752856126,13243.038166332244
GA,97,500,1,7500,3600,900,30,0.9115,0.9085,0.9045,0.0028460498941515,13248.274066448212
GA,98,500,1,7500,3600,900,40,0.912,0.9044,0.9,0.0046840153714521,13246.88010406494
GA,99,500,1,7500,3600,900,50,0.9105,0.9037,0.8995,0.0044452221541785,13239.976754522324
DE,100,100,1,7500,3600,60,10,0.8295901829127112,0.8182786194425781,0.8058021216713575,0.0076896820911985,7759.859269618988
DE,101,100,1,7500,3600,60,20,0.8294175232501224,0.8057248223600402,0.7847222222222222,0.0192616523905624,7406.471388339996
DE,102,100,1,7500,3600,60,30,0.8129689174705252,0.8019934927936587,0.782374541003672,0.0115232922003017,7168.214021492005
DE,103,100,1,7500,3600,60,40,0.7847202499289975,0.7722034732548881,0.7514356029532404,0.0122704027380977,7017.189412403107
DE,104,100,1,7500,3600,60,50,0.8084269662921348,0.7763424011170759,0.7491298527443105,0.0195855873787715,6846.425771713257
DE,105,100,1,7500,3600,300,10,0.9733333333333334,0.9545,0.9341666666666668,0.0172127213937185,4365.450094175339
DE,106,100,1,7500,3600,300,20,0.9416666666666668,0.9361666666666666,0.925,0.0062271805640897,4358.058609437942
DE,107,100,1,7500,3600,300,30,0.9441666666666668,0.921,0.9116666666666666,0.0119303534454488,4348.147385454178
DE,108,100,1,7500,3600,300,40,0.905,0.9013333333333332,0.8908333333333334,0.0053124591501697,4346.869641733169
DE,109,100,1,7500,3600,300,50,0.9225,0.9043333333333332,0.8883333333333333,0.0117307762365118,4345.58046374321
DE,110,100,1,7500,3600,600,10,0.9916666666666668,0.9836666666666666,0.9783333333333334,0.0059066817155564,3787.2845755577086
DE,111,100,1,7500,3600,600,20,0.99,0.969,0.9583333333333334,0.0109848380355227,3771.9824595928194
DE,112,100,1,7500,3600,600,30,0.9833333333333332,0.966,0.9566666666666668,0.0092255683353986,3770.667219781876
DE,113,100,1,7500,3600,600,40,0.9566666666666668,0.945,0.9316666666666666,0.0105934990547137,3770.5533252716064
DE,114,100,1,7500,3600,600,50,0.96,0.9486666666666668,0.9433333333333334,0.0060918889608323,3771.471802663803
DE,115,100,1,7500,3600,900,10,0.9975,0.991,0.98,0.0060415229867973,3587.5903462409974
DE,116,100,1,7500,3600,900,20,0.9975,0.9935,0.9875,0.0033911649915626,3592.905378770828
DE,117,100,1,7500,3600,900,30,0.99,0.9835,0.97,0.0071763500472036,3591.615825939178
DE,118,100,1,7500,3600,900,40,1.0,0.9805,0.9625,0.0121860576069539,3594.2709243297577
DE,119,100,1,7500,3600,900,50,0.9975,0.9815000000000002,0.97,0.0093005376188691,3595.500298166275
DE,120,200,1,7500,3600,60,10,0.7305020837467752,0.7130855396456994,0.699688222870361,0.0107153863655958,21126.90288443565
DE,121,200,1,7500,3600,60,20,0.6955632794929463,0.6859316729120462,0.6777777777777778,0.0061018263289169,20040.16893978119
DE,122,200,1,7500,3600,60,30,0.6833271167474823,0.671443983768296,0.6561733006082595,0.0108535485461796,19186.939148426056
DE,123,200,1,7500,3600,60,40,0.6703994458554606,0.6621486584301048,0.6553079947575361,0.005721974750548,18600.325342559816
DE,124,200,1,7500,3600,60,50,0.6673671199011125,0.6464867818921819,0.6330299089726918,0.0123027787673012,17786.614402866362
DE,125,200,1,7500,3600,300,10,0.85625,0.8474166666666667,0.83625,0.0070287109613198,7657.925490474701
DE,126,200,1,7500,3600,300,20,0.8383333333333334,0.8325833333333333,0.82375,0.0055113519212621,7650.946062421799
DE,127,200,1,7500,3600,300,30,0.82875,0.8189166666666665,0.8004166666666667,0.0104436317650731,7643.320139551162
DE,128,200,1,7500,3600,300,40,0.8083333333333333,0.7980833333333333,0.7929166666666667,0.0055189068965994,7624.205309343338
DE,129,200,1,7500,3600,300,50,0.8033333333333333,0.7933333333333332,0.7804166666666666,0.0082957485764965,7620.081585311889
DE,130,200,1,7500,3600,600,10,0.9125,0.908,0.9033333333333332,0.0031001792062897,5418.393502759934
DE,131,200,1,7500,3600,600,20,0.9041666666666668,0.893,0.885,0.0069241926926136,5414.396355819702
DE,132,200,1,7500,3600,600,30,0.895,0.8788333333333334,0.8725,0.0083266639978645,5414.542301464081
DE,133,200,1,7500,3600,600,40,0.8708333333333333,0.8606666666666666,0.8508333333333333,0.0069602043392737,5413.792209720612
DE,134,200,1,7500,3600,600,50,0.8683333333333333,0.8563333333333333,0.8491666666666666,0.0064247784224654,5418.569018173218
DE,135,200,1,7500,3600,900,10,0.9425,0.92925,0.91625,0.0090346554997963,4691.49505982399
DE,136,200,1,7500,3600,900,20,0.9325,0.91825,0.90125,0.0118215904175368,4687.869613790512
DE,137,200,1,7500,3600,900,30,0.92125,0.90975,0.9,0.0090277350426339,4688.133965206146
DE,138,200,1,7500,3600,900,40,0.91375,0.90275,0.89625,0.006294839156007,4686.398800945282
DE,139,200,1,7500,3600,900,50,0.895,0.8805,0.87125,0.0089652105385205,4683.524221706391
DE,140,300,1,7500,3600,60,10,0.6454157506789086,0.6405658884744818,0.6339847631666115,0.0042512243962686,45342.83010439873
DE,141,300,1,7500,3600,60,20,0.6310321257689678,0.620883795155657,0.6130114017437961,0.0062118197306062,42910.591891098025
DE,142,300,1,7500,3600,60,30,0.6075958756768786,0.6035621245499584,0.5999732691793638,0.0025281268659192,40721.94913477897
DE,143,300,1,7500,3600,60,40,0.599527027027027,0.591726343735839,0.5774278215223098,0.0076586483701217,39565.517088079454
DE,144,300,1,7500,3600,60,50,0.5831845238095238,0.577721268781284,0.5702823179791976,0.0051055032328264,37869.72003321648
DE,145,300,1,7500,3600,300,10,0.7952777777777778,0.7840555555555555,0.7758333333333334,0.0075881649239839,13368.45081629753
DE,146,300,1,7500,3600,300,20,0.7669444444444444,0.7626666666666667,0.7561111111111111,0.0042622372841814,13351.710927867887
DE,147,300,1,7500,3600,300,30,0.7686111111111111,0.7555555555555555,0.7411111111111112,0.0110568117655928,13357.256863117218
DE,148,300,1,7500,3600,300,40,0.7436111111111111,0.7366666666666666,0.7327777777777778,0.0036683497820487,13354.819996452332
DE,149,300,1,7500,3600,300,50,0.7333333333333333,0.7231111111111111,0.7083333333333334,0.009446731749168,13353.729626512528
DE,150,300,1,7500,3600,600,10,0.8683333333333333,0.8584444444444443,0.8472222222222222,0.0076610285226391,8336.71401090622
DE,151,300,1,7500,3600,600,20,0.845,0.8328888888888889,0.8211111111111111,0.0099281368460838,8327.672555923462
DE,152,300,1,7500,3600,600,30,0.83,0.8224444444444444,0.8133333333333334,0.0061121211286555,8317.06975774765
DE,153,300,1,7500,3600,600,40,0.8105555555555556,0.8047777777777778,0.7938888888888889,0.0057154760664941,8314.98588166237
DE,154,300,1,7500,3600,600,50,0.805,0.7885555555555557,0.7761111111111111,0.0108673255878389,8307.313008022309
DE,155,300,1,7500,3600,900,10,0.9133333333333332,0.9045,0.8941666666666667,0.0066374359172466,6623.100749206543
DE,156,300,1,7500,3600,900,20,0.8991666666666667,0.8898333333333334,0.8825,0.0065489609014628,6638.774229907989
DE,157,300,1,7500,3600,900,30,0.8733333333333333,0.8598333333333332,0.85,0.009315459074988,6629.628664684296
DE,158,300,1,7500,3600,900,40,0.8641666666666666,0.8556666666666667,0.8508333333333333,0.0046067583203617,6632.994048023224
DE,159,300,1,7500,3600,900,50,0.845,0.8370000000000001,0.8258333333333333,0.0072762933176476,6632.422560405731
DE,160,400,1,7500,3600,60,10,0.6252970814716228,0.6215984889780668,0.6149870801033591,0.0037827577938388,81979.48582930565
DE,161,400,1,7500,3600,60,20,0.6080969807868253,0.5998106822072516,0.5952477454655993,0.004587699110697,77448.71891365052
DE,162,400,1,7500,3600,60,30,0.5919969728502507,0.5785159135362479,0.5694471865745311,0.0074030062602428,73807.35085191726
DE,163,400,1,7500,3600,60,40,0.5671449879133879,0.558911047273827,0.5536871418625824,0.0049344135072154,71093.58888101578
DE,164,400,1,7500,3600,60,50,0.5555258228525555,0.5417627092976105,0.5332087560064068,0.0088597090771292,68115.93358855248
DE,165,400,1,7500,3600,300,10,0.764375,0.7591666666666665,0.7491666666666666,0.0054118568388718,21749.298100662232
DE,166,400,1,7500,3600,300,20,0.7533333333333333,0.7467916666666666,0.7404166666666666,0.0046911559816791,21718.66308050156
DE,167,400,1,7500,3600,300,30,0.7327083333333333,0.7305833333333333,0.7270833333333333,0.0022569337606584,21701.93252038956
DE,168,400,1,7500,3600,300,40,0.7247916666666666,0.7133333333333333,0.7077083333333334,0.005904329861306,21691.60744628906
DE,169,400,1,7500,3600,300,50,0.70375,0.6987916666666667,0.6952083333333333,0.0027807622855772,21709.969720363617
DE,170,400,1,7500,3600,600,10,0.8358333333333333,0.8235833333333333,0.8104166666666667,0.0085659208495059,12484.975675868987
DE,171,400,1,7500,3600,600,20,0.81,0.8010833333333334,0.79375,0.0051948157918362,12479.105682134628
DE,172,400,1,7500,3600,600,30,0.7845833333333333,0.7790833333333333,0.7741666666666667,0.004293082290797,12469.772104358672
DE,173,400,1,7500,3600,600,40,0.7808333333333334,0.7724166666666668,0.765,0.0055176484524156,12458.9632461071
DE,174,400,1,7500,3600,600,50,0.7620833333333333,0.7555,0.7479166666666667,0.0052334394893691,12450.14374036789
DE,175,400,1,7500,3600,900,10,0.866875,0.8603750000000001,0.851875,0.0050713656937751,9439.313475656509
DE,176,400,1,7500,3600,900,20,0.845,0.837,0.8275,0.0075145691825945,9437.429230165482
DE,177,400,1,7500,3600,900,30,0.838125,0.82575,0.814375,0.0081624138586572,9432.245749664307
DE,178,400,1,7500,3600,900,40,0.8175,0.8083750000000002,0.8,0.0058843011479698,9426.728448057174
DE,179,400,1,7500,3600,900,50,0.799375,0.790375,0.784375,0.0058710092829086,9429.360553216937
DE,180,500,1,7500,3600,60,10,0.5988411724608044,0.5896365635162051,0.5781238707812387,0.0076415519772259,130944.26353054048
DE,181,500,1,7500,3600,60,20,0.5721623196852689,0.5650941626884812,0.5587123338948157,0.0043038277957866,124022.8197543621
DE,182,500,1,7500,3600,60,30,0.5433997866929199,0.5391655836828054,0.5327392791789323,0.0042006933139988,118577.63138370514
DE,183,500,1,7500,3600,60,40,0.5343401793687153,0.5161293298957419,0.5021655735676278,0.0108150645970075,113787.96768360138
DE,184,500,1,7500,3600,60,50,0.5097842667247766,0.5023953759732553,0.4955988613969783,0.0058317952303731,108627.7723239422
DE,185,500,1,7500,3600,300,10,0.7461666666666666,0.7431666666666666,0.7385,0.002802776401277,33048.87064828873
DE,186,500,1,7500,3600,300,20,0.72,0.7148999999999999,0.7103333333333334,0.0037321426672742,33002.546965694426
DE,187,500,1,7500,3600,300,30,0.7105,0.7072666666666667,0.703,0.002825675927003,33007.93736515045
DE,188,500,1,7500,3600,300,40,0.6971666666666667,0.6924666666666666,0.6838333333333333,0.0046384863431464,32999.10012702942
DE,189,500,1,7500,3600,300,50,0.6991666666666667,0.6876333333333333,0.6711666666666667,0.0094135835660791,32957.317820262906
DE,190,500,1,7500,3600,600,10,0.8033333333333333,0.7974666666666667,0.7896666666666666,0.0047823750491896,18067.77850894928
DE,191,500,1,7500,3600,600,20,0.7813333333333333,0.7764,0.7696666666666667,0.0043532873912838,18067.884559106828
DE,192,500,1,7500,3600,600,30,0.7743333333333333,0.7656,0.7603333333333333,0.005021730556071,18060.282552337645
DE,193,500,1,7500,3600,600,40,0.762,0.7528666666666666,0.738,0.0083735031829907,18053.92313380241
DE,194,500,1,7500,3600,600,50,0.739,0.7358666666666667,0.731,0.0027047283700134,18047.24609622955
DE,195,500,1,7500,3600,900,10,0.8465,0.8372999999999999,0.828,0.0063213922517116,13193.409993886948
DE,196,500,1,7500,3600,900,20,0.822,0.8174999999999999,0.8135,0.0036193922141707,13174.5490357399
DE,197,500,1,7500,3600,900,30,0.794,0.7922,0.789,0.0017204650534085,13162.67509856224
DE,198,500,1,7500,3600,900,40,0.7915,0.782,0.7705,0.0080870266476623,13154.673353528977
DE,199,500,1,7500,3600,900,50,0.768,0.7638,0.756,0.0041545156155681,13144.13991522789
SHADE,200,100,1,7500,3600,60,10,0.9135630352519418,0.9004557162843485,0.8935269207501513,0.0070481386405936,8389.308401203156
SHADE,201,100,1,7500,3600,60,20,0.9312551610239472,0.9060646203228464,0.8832434674408959,0.0207557520412672,8211.188909769058
SHADE,202,100,1,7500,3600,60,30,0.9313247673903412,0.91551814921773,0.893803271135683,0.0129218649188332,7949.386659479142
SHADE,203,100,1,7500,3600,60,40,0.9006211180124224,0.8887408300721198,0.8742610277398818,0.0103343693086708,7921.017696285247
SHADE,204,100,1,7500,3600,60,50,0.9103211009174312,0.8873593987561714,0.8677532013969732,0.0139131706350985,7664.867557954788
SHADE,205,100,1,7500,3600,300,10,0.9866666666666668,0.977,0.9683333333333334,0.006293735862833,4390.433374357223
SHADE,206,100,1,7500,3600,300,20,0.9708333333333332,0.9653333333333332,0.9583333333333334,0.0042360883423796,4386.961278533936
SHADE,207,100,1,7500,3600,300,30,0.9716666666666668,0.9526666666666668,0.935,0.0125543263901776,4385.599021625519
SHADE,208,100,1,7500,3600,300,40,0.9625,0.951,0.9341666666666668,0.0093749074069501,4366.536228990555
SHADE,209,100,1,7500,3600,300,50,0.9491666666666668,0.9441666666666666,0.9383333333333334,0.0038005847503304,4356.877749967575
SHADE,210,100,1,7500,3600,600,10,0.9966666666666668,0.9886666666666668,0.9816666666666668,0.0048762462794426,3789.303998756409
SHADE,211,100,1,7500,3600,600,20,0.9816666666666668,0.9716666666666668,0.9666666666666668,0.0052704627669473,3788.112319231033
SHADE,212,100,1,7500,3600,600,30,0.985,0.9763333333333334,0.9716666666666668,0.0046427960923946,3789.456779384613
SHADE,213,100,1,7500,3600,600,40,0.9783333333333334,0.972,0.9666666666666668,0.00385861230093,3787.7071725845335
SHADE,214,100,1,7500,3600,600,50,0.9783333333333334,0.9673333333333334,0.9533333333333334,0.0097524925588852,3788.597790908813
