Run1,Run2,Run3,Run4,Run5,Best,Worst,Mean,Std,Time
0.9916666666666667,0.985,0.9766666666666667,0.99,0.9716666666666667,0.9916666666666667,0.9716666666666667,0.983,0.0077028133388608935,992.4235177993775
0.9633333333333334,0.9983333333333333,0.9883333333333333,0.9783333333333334,0.98,0.9983333333333333,0.9633333333333334,0.9816666666666667,0.011595018087284026,993.516317653656
0.98,0.97,0.98,0.9883333333333333,0.99,0.99,0.97,0.9816666666666667,0.007149203529842405,993.5900618553162
1.0,0.985,0.98,1.0,0.9975,1.0,0.98,0.9925,0.00836660026534077,949.8424144268035
0.99,0.995,0.99,0.99,0.99,0.995,0.99,0.991,0.0020000000000000018,950.0694229125977
0.99,0.985,0.985,1.0,0.9875,1.0,0.985,0.9894999999999999,0.005567764362830022,949.774385881424
0.97,0.98,0.9875,0.99,0.98,0.99,0.97,0.9815000000000002,0.007000000000000017,950.8863260746002
0.9825,0.97,0.995,0.985,0.975,0.995,0.97,0.9814999999999999,0.008602325267042635,950.9495183944703
0.8059500959692898,0.7865081666183434,0.7907087665744539,0.8010883296083957,0.7835071456160679,0.8059500959692898,0.7835071456160679,0.7935525008773101,0.008591946356801728,4925.69254245758
0.7810286418232214,0.782381251307805,0.7624567825910108,0.7833053110473741,0.7811896288764616,0.7833053110473741,0.7624567825910108,0.7780723231291746,0.007851796561838487,4765.752701997757
0.7514524136474068,0.7572205051689225,0.7849301929020569,0.7534361557024446,0.7721320062860136,0.7849301929020569,0.7514524136474068,0.7638342547413688,0.012798932951482081,4653.631201839447
0.7536703020134228,0.7443463278052983,0.7682180988908469,0.7572635483206264,0.742731466580839,0.7682180988908469,0.742731466580839,0.7532459487222066,0.00927624978196593,4603.321975755692
0.7667228780213603,0.7317906336088155,0.7689635205558772,0.7383838383838384,0.7552766685681689,0.7689635205558772,0.7317906336088155,0.752227507827612,0.01489174450371479,4435.934016132354
0.8945833333333333,0.9025,0.9029166666666667,0.9108333333333334,0.88875,0.9108333333333334,0.88875,0.8999166666666666,0.007589283380018325,1859.599181985855
0.8716666666666667,0.8758333333333334,0.9033333333333333,0.885,0.8954166666666666,0.9033333333333333,0.8716666666666667,0.8862500000000001,0.01182041548433141,1857.7652017593384
0.8825,0.86,0.8595833333333334,0.8779166666666667,0.8675,0.8825,0.8595833333333334,0.8695,0.0092997909176019,1857.6269869327546
0.88,0.8741666666666666,0.8679166666666667,0.88125,0.8745833333333334,0.88125,0.8679166666666667,0.8755833333333334,0.004762410687409843,1855.7846250534058
0.85125,0.85875,0.86,0.8658333333333333,0.8570833333333333,0.8658333333333333,0.85125,0.8585833333333334,0.004703721930556714,1854.9585221767425
0.9041666666666667,0.9016666666666666,0.9116666666666666,0.9133333333333333,0.885,0.9133333333333333,0.885,0.9031666666666667,0.010088497300281028,1357.3758432865143
0.885,0.9008333333333334,0.9025,0.8866666666666667,0.9158333333333334,0.9158333333333334,0.885,0.8981666666666668,0.01134558161674501,1355.9185186386107
0.8941666666666667,0.8958333333333334,0.9075,0.9016666666666666,0.8883333333333333,0.9075,0.8883333333333333,0.8975,0.006561673228343167,1359.0136512756349
0.8966666666666666,0.9091666666666667,0.89,0.9075,0.89,0.9091666666666667,0.89,0.8986666666666666,0.008276472678623418,1357.4001430511476
0.8916666666666667,0.895,0.9041666666666667,0.8791666666666667,0.8741666666666666,0.9041666666666667,0.8741666666666666,0.8888333333333334,0.010860223038429954,1358.8966900348664
0.91375,0.9,0.9025,0.91625,0.8975,0.91625,0.8975,0.906,0.007558108228915486,1193.6314841747285
0.90375,0.90625,0.9125,0.9075,0.8975,0.9125,0.8975,0.9055,0.004911720676097124,1192.2984155654908
0.915,0.89625,0.91625,0.915,0.895,0.91625,0.895,0.9075,0.009714679613862734,1192.3066092967988
0.89875,0.89375,0.90375,0.89125,0.9075,0.9075,0.89125,0.899,0.0060415229867972825,1196.4765624523163
0.8925,0.8925,0.9175,0.89125,0.8925,0.9175,0.89125,0.8972499999999999,0.010136567466356652,1192.2686710834503
0.7288268302231502,0.7156325646579182,0.7152777777777778,0.7104069466044582,0.7172304773948783,0.7288268302231502,0.7104069466044582,0.7174749193316365,0.006117247305331267,8028.107429695129
0.6886254993124222,0.6925533360510939,0.6908675799086758,0.7008575197889182,0.7028067148828877,0.7028067148828877,0.6886254993124222,0.6951421299887997,0.00563651754149092,7783.413079929352
0.697342619514504,0.6621825669183253,0.6847750865051904,0.6977694652258243,0.6990600144613159,0.6990600144613159,0.6621825669183253,0.6882259505250319,0.014012391372302181,7617.946863985062
0.6624886212450108,0.6710583153347732,0.6582532625842535,0.6580926277320964,0.6626717129240258,0.6710583153347732,0.6580926277320964,0.6625129079640321,0.0047060227811234895,7465.951013755798
0.6496531580868931,0.6429430491687301,0.6582173749529898,0.6510528260066494,0.6534719643520238,0.6582173749529898,0.6429430491687301,0.6510676745134572,0.004998188475722845,7305.02205452919
0.8280555555555555,0.8411111111111111,0.84,0.8175,0.8330555555555555,0.8411111111111111,0.8175,0.8319444444444445,0.008647771424898091,3126.351577425003
0.8255555555555556,0.8083333333333333,0.8172222222222222,0.8175,0.8097222222222222,0.8255555555555556,0.8083333333333333,0.8156666666666667,0.0062078206350568085,3125.3867186546327
0.8188888888888889,0.8136111111111111,0.8377777777777777,0.82,0.81,0.8377777777777777,0.81,0.8200555555555555,0.009571691801902989,3121.267762994766
0.7841666666666667,0.8169444444444445,0.8111111111111111,0.8091666666666667,0.7902777777777777,0.8169444444444445,0.7841666666666667,0.8023333333333333,0.012748275119345318,3120.1972989082337
0.7911111111111111,0.7975,0.7927777777777778,0.7813888888888889,0.78,0.7975,0.78,0.7885555555555556,0.006766383865646685,3123.159689807892
0.8477777777777777,0.8583333333333333,0.8583333333333333,0.8544444444444445,0.8483333333333334,0.8583333333333333,0.8477777777777777,0.8534444444444444,0.004626813958590424,2003.711009502411
0.8433333333333334,0.8683333333333333,0.8483333333333334,0.8555555555555555,0.8544444444444445,0.8683333333333333,0.8433333333333334,0.8540000000000001,0.008413686674507766,1999.5022998332977
0.8416666666666667,0.8566666666666667,0.8344444444444444,0.8377777777777777,0.8744444444444445,0.8744444444444445,0.8344444444444444,0.849,0.014817407180595266,1997.4395033359528
0.8383333333333334,0.8538888888888889,0.8477777777777777,0.8383333333333334,0.8522222222222222,0.8538888888888889,0.8383333333333334,0.8461111111111113,0.006657400968420093,2001.5949175357819
0.8422222222222222,0.8455555555555555,0.8372222222222222,0.8344444444444444,0.8311111111111111,0.8455555555555555,0.8311111111111111,0.838111111111111,0.005206833117271082,2003.140193939209
0.86,0.8475,0.8566666666666667,0.8575,0.8541666666666666,0.86,0.8475,0.8551666666666667,0.004262237284181467,1625.8788802623749
0.8625,0.8475,0.8483333333333334,0.8616666666666667,0.8525,0.8625,0.8475,0.8545000000000001,0.006424778422465458,1623.5615320682525
0.8566666666666667,0.8608333333333333,0.8508333333333333,0.8516666666666667,0.8641666666666666,0.8641666666666666,0.8508333333333333,0.8568333333333333,0.00514781507049349,1625.529868364334
0.8466666666666667,0.8491666666666666,0.87,0.8441666666666666,0.8575,0.87,0.8441666666666666,0.8535,0.009389710680668862,1625.3658238887788
0.8425,0.8425,0.8516666666666667,0.8675,0.835,0.8675,0.835,0.8478333333333333,0.011162934699760256,1627.1000109195709
0.6897365505948081,0.6753951403632932,0.6881395897194058,0.6734346159307113,0.6846042358221516,0.6897365505948081,0.6734346159307113,0.682262026486074,0.006647969719005024,11424.930311632157
0.6711542173325613,0.6570950929294916,0.6566056407718951,0.6760243525318902,0.6733310742121315,0.6760243525318902,0.6566056407718951,0.6668420755555939,0.00830426574879553,11069.61886229515
0.660534362624693,0.6370061524380942,0.6472115432622697,0.6565043811894022,0.6533868643195389,0.660534362624693,0.6370061524380942,0.6509286607667997,0.008210409634431379,10791.57003941536
0.6360720198675497,0.6189192047377327,0.6238046795523906,0.6531825355076276,0.6210648026488674,0.6531825355076276,0.6189192047377327,0.6306086484628336,0.012755005949620916,10589.927563333511
0.6056879739978331,0.6063301500682128,0.5970691994572591,0.6035986913849509,0.6016940179989413,0.6063301500682128,0.5970691994572591,0.6028760065814394,0.0033309652441865065,10287.089412736892
0.808125,0.8154166666666667,0.8129166666666666,0.80625,0.8191666666666667,0.8191666666666667,0.80625,0.812375,0.004716990566028312,4294.327689599991
0.7902083333333333,0.79125,0.794375,0.7985416666666667,0.7995833333333333,0.7995833333333333,0.7902083333333333,0.7947916666666668,0.0037615562677641326,4248.43227391243
0.7920833333333334,0.790625,0.7958333333333333,0.795625,0.800625,0.800625,0.790625,0.7949583333333333,0.003474610289898229,4245.122146415711
0.796875,0.7747916666666667,0.77875,0.7766666666666666,0.7852083333333333,0.796875,0.7747916666666667,0.7824583333333333,0.008018424963101477,4237.348839998245
0.7660416666666666,0.7716666666666666,0.770625,0.7814583333333334,0.76625,0.7814583333333334,0.7660416666666666,0.7712083333333333,0.005601649062751296,4231.022528553009
0.8308333333333333,0.8208333333333333,0.8308333333333333,0.8254166666666667,0.8270833333333333,0.8308333333333333,0.8208333333333333,0.827,0.0037398009453861454,2793.300771379471
0.8283333333333334,0.8341666666666666,0.83875,0.8133333333333334,0.8208333333333333,0.83875,0.8133333333333334,0.8270833333333334,0.009121098861674741,2779.7313570022584
0.8229166666666666,0.8258333333333333,0.82875,0.8283333333333334,0.82875,0.82875,0.8229166666666666,0.8269166666666667,0.0022760833806246255,2780.839780855179
0.815,0.8229166666666666,0.8154166666666667,0.8166666666666667,0.82125,0.8229166666666666,0.815,0.8182499999999999,0.0032210246816812872,2777.4889350891112
0.8175,0.8179166666666666,0.82125,0.8391666666666666,0.805,0.8391666666666666,0.805,0.8201666666666666,0.010994316713647983,2779.203116416931
0.855625,0.8525,0.8475,0.844375,0.84375,0.855625,0.84375,0.8487500000000001,0.004626688880830434,2205.481881284714
0.82625,0.838125,0.83125,0.84,0.84375,0.84375,0.82625,0.835875,0.006294839156007063,2185.61714258194
0.839375,0.8275,0.844375,0.835,0.83125,0.844375,0.8275,0.8355,0.005934538735234594,2184.2266801834107
0.836875,0.835,0.839375,0.83125,0.826875,0.839375,0.826875,0.8338750000000001,0.0043910420175625586,2184.137950706482
0.81375,0.840625,0.825625,0.83,0.81875,0.840625,0.81375,0.82575,0.009298857456698638,2182.8384088039397
0.6413440739911986,0.6400578935649076,0.6496067436872013,0.6445742275810098,0.6494590648747801,0.6496067436872013,0.6400578935649076,0.6450084007398195,0.003976845162822,15779.423077487945
0.6099243260286931,0.6114981214777708,0.6082613713239683,0.6180398281921125,0.6292139180245384,0.6292139180245384,0.6082613713239683,0.6153875130094166,0.00766759317210314,15051.550322246552
0.5949054387883206,0.5803378432471379,0.587624353362515,0.5920526592093042,0.5957217113154738,0.5957217113154738,0.5803378432471379,0.5901284011845502,0.005655674241948977,14577.560367250442
0.5673244341265236,0.576400082661707,0.581295083326424,0.5729484536082474,0.560029553010713,0.581295083326424,0.560029553010713,0.5715995213467229,0.00736219352263864,14246.919355869293
0.5496427798224724,0.5487211740041928,0.5629865985960434,0.5577844311377246,0.5504128731738301,0.5629865985960434,0.5487211740041928,0.5539095713468527,0.005563431263034139,13785.228827953339
0.7908333333333334,0.7858333333333334,0.803,0.7841666666666667,0.7845,0.803,0.7841666666666667,0.7896666666666666,0.00708205870884701,5189.789500951767
0.7803333333333333,0.7773333333333333,0.7686666666666667,0.7741666666666667,0.7856666666666666,0.7856666666666666,0.7686666666666667,0.7772333333333334,0.005718974267005083,5195.220824432373
0.7601666666666667,0.7546666666666667,0.7643333333333333,0.7686666666666667,0.7656666666666667,0.7686666666666667,0.7546666666666667,0.7627,0.0048584405362672185,5202.5322041988375
0.7585,0.7568333333333334,0.7565,0.7653333333333333,0.7565,0.7653333333333333,0.7565,0.7587333333333334,0.0033823069050575544,5176.981817436218
0.7511666666666666,0.7513333333333333,0.7505,0.7353333333333333,0.7345,0.7513333333333333,0.7345,0.7445666666666667,0.007888528943275078,5154.413474702835
0.8296666666666667,0.8206666666666667,0.8306666666666667,0.8133333333333334,0.821,0.8306666666666667,0.8133333333333334,0.8230666666666666,0.006420107302668526,3404.943144130707
0.8,0.812,0.8126666666666666,0.8103333333333333,0.8226666666666667,0.8226666666666667,0.8,0.8115333333333334,0.007209869778451062,3395.6135688304903
0.8123333333333334,0.7953333333333333,0.8093333333333333,0.8036666666666666,0.8046666666666666,0.8123333333333334,0.7953333333333333,0.8050666666666666,0.005794250023370879,3395.3197182655335
0.8003333333333333,0.8033333333333333,0.809,0.799,0.796,0.809,0.796,0.8015333333333334,0.004415125517279589,3398.527418279648
0.791,0.7823333333333333,0.795,0.7873333333333333,0.782,0.795,0.782,0.7875333333333333,0.005009324638445133,3396.758177757263
0.821,0.837,0.8155,0.819,0.8355,0.837,0.8155,0.8256,0.008884818512496478,2719.423233652115
0.813,0.8185,0.8155,0.8235,0.8335,0.8335,0.813,0.8208,0.0072498275841567615,2701.9547248363497
0.8125,0.826,0.818,0.825,0.8185,0.826,0.8125,0.8200000000000001,0.004969909455915655,2545.066302204132
0.8145,0.809,0.8015,0.808,0.816,0.816,0.8015,0.8097999999999999,0.005163332257370219,2542.52067489624
0.8105,0.822,0.8035,0.7935,0.8015,0.822,0.7935,0.8061999999999999,0.009579144011862427,2540.718659448624
